id,name,category,subcategory,rarity,professions,region,short_uses,file_name
55909,Dusk Fillet 55909,Trophy,Scale,Uncommon,Fishing,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_55909.png
55910,Stormkissed Carving Helm 55910,Gear,Mail Helm,Common,Jewelry,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_55910.png
55911,Ashen Seal 55911,Trinket,Stone,Uncommon,Cooking,Frostbriar trails,Minor passive charm with low-power utility.,item_55911.png
55912,Lanternlit Fillet Sword 55912,Gear,Sword,Uncommon,Smithing,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_55912.png
55913,Cinder Brew 55913,Material,Ore,Uncommon,None,Saltmarrow tidepools,Core trade material used in many early recipes.,item_55913.png
55914,Rivercut Knot 55914,Key,Copper Key,Common,Herbalism,Glimmerdeep canals,Basic key used for side doors and caches.,item_55914.png
55915,Dusk Brew 55915,Map,Ruin Sketch,Rare,Mining,Emberford markets,Simple navigation aid that points to micro-locations.,item_55915.png
55916,Oathforged Charm 55916,Trinket,Stone,Common,Mining,Duskhollow bogs,Minor passive charm with low-power utility.,item_55916.png
55917,Pilgrim's Ration Wand 55917,Gear,Wand,Uncommon,Tailoring,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_55917.png
55918,Dusk Lantern 55918,Document,Prayer Slip,Common,None,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_55918.png
55919,Rivercut Ink 55919,Key,Copper Key,Common,Leatherworking,Saltmarrow tidepools,Basic key used for side doors and caches.,item_55919.png
55920,Rivercut Cog 55920,Toy,Spin Top,Rare,Leatherworking,Ashen Ridge terraces,Harmless fun item with small social value.,item_55920.png
55921,Hearthworn Band Boots 55921,Gear,Leather Boots,Uncommon,Herbalism,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_55921.png
55922,Bramble Buckle 55922,Quest,Quest Item,Common,Leatherworking,Emberford outskirts,Objective item for contracts and errands.,item_55922.png
55923,Ashen Carving Mace 55923,Gear,Mace,Uncommon,Fishing,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_55923.png
55924,Market Lantern 55924,Ingredient,Spice,Common,Alchemy,Emberford markets,Common crafting input used across cooking and alchemy.,item_55924.png
55925,Lanternlit Token 55925,Material,Ingot,Uncommon,Enchanting,Deepwatch,Core trade material used in many early recipes.,item_55925.png
55926,Market Buckle 55926,Trinket,Charm,Uncommon,Mining,Emberford markets,Minor passive charm with low-power utility.,item_55926.png
55927,Market Compass 55927,Quest,Quest Item,Common,Herbalism,Ashen Ridge terraces,Objective item for contracts and errands.,item_55927.png
55928,Pilgrim's Spice 55928,Tool,Rope,Common,Alchemy,Emberford markets,Utility item for travel salvage and exploration.,item_55928.png
55929,Glimmering Compass Amulet 55929,Gear,Amulet,Uncommon,Herbalism,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_55929.png
55930,Frostbound Cairn 55930,Profession Tool,Tailor Kit,Rare,Herbalism,Emberford outskirts,Starter kit enabling profession actions.,item_55930.png
55931,Warden's Needle 55931,Consumable,Food,Rare,Alchemy,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_55931.png
55932,Cinder Pike 55932,Trophy,Horn,Common,Smithing,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_55932.png
55933,Oathforged Charm 55933,Document,Field Note,Common,None,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_55933.png
55934,Glimmering Cairn 55934,Alchemy,Reagent,Common,Alchemy,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_55934.png
55935,Hearthworn Shard 55935,Trinket,Sigil,Uncommon,None,Frost Caverns,Minor passive charm with low-power utility.,item_55935.png
55936,Stormkissed Ink 55936,Tool,Torch,Common,Cooking,Frostbriar trails,Utility item for travel salvage and exploration.,item_55936.png
55937,Bramble Spice 55937,Curio,Figurine,Common,Leatherworking,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_55937.png
55938,Rivercut Knot 55938,Alchemy,Reagent,Uncommon,Cooking,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_55938.png
55939,Mireborn Totem 55939,Document,Field Note,Common,Mining,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_55939.png
55940,Bramble Stitch 55940,Trinket,Charm,Rare,Leatherworking,Duskhollow bogs,Minor passive charm with low-power utility.,item_55940.png
55941,Rivercut Totem 55941,Key,Bone Key,Uncommon,Enchanting,Emberford markets,Basic key used for side doors and caches.,item_55941.png
55942,Market Shard 55942,Document,Notice,Uncommon,Jewelry,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_55942.png
55943,Market Seal 55943,World Object,Marker,Uncommon,Herbalism,Glimmerdeep shore,Placeable/interactive world piece for events.,item_55943.png
55944,Dusk Lantern 55944,Map,Harbor Chart,Common,Mining,Frostbriar trails,Simple navigation aid that points to micro-locations.,item_55944.png
55945,Glimmering Knot 55945,Trophy,Scale,Common,Tailoring,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_55945.png
55946,Dusk Lantern 55946,World Object,Cache,Common,Leatherworking,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_55946.png
55947,Market Rivet 55947,Profession Tool,Jeweler Kit,Common,Alchemy,Emberford markets,Starter kit enabling profession actions.,item_55947.png
55948,Bramble Tonic 55948,Curio,Relic,Uncommon,Fishing,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_55948.png
55949,Glimmering Hook 55949,Document,Notice,Common,Engineering,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_55949.png
55950,Rivercut Token 55950,Trophy,Claw,Common,Engineering,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_55950.png
55951,Warden's Knife 55951,World Object,Marker,Common,Herbalism,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_55951.png
55952,Lanternlit Buckle 55952,Tool,Chisel,Common,None,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_55952.png
55953,Stormkissed Stitch 55953,Quest,Quest Item,Uncommon,Smithing,Deepwatch,Objective item for contracts and errands.,item_55953.png
55954,Saltstained Ink 55954,Document,Ledger,Rare,Smithing,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_55954.png
55955,Cinder Needle 55955,Key,Salt Key,Uncommon,Alchemy,Glimmerdeep shore,Basic key used for side doors and caches.,item_55955.png
55956,Stormkissed Knife 55956,Map,Cave Map,Uncommon,Smithing,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_55956.png
55957,Glimmering Knife 55957,Map,Ruin Sketch,Common,Smithing,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_55957.png
55958,Oathforged Rivet 55958,Consumable,Food,Rare,Fishing,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_55958.png
55959,Pilgrim's Knife 55959,Curio,Token,Uncommon,Alchemy,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_55959.png
55960,Oathforged Hook 55960,Document,Map Scrap,Uncommon,Cooking,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_55960.png
55961,Pilgrim's Lantern 55961,Consumable,Powder,Common,None,Emberford markets,Everyday field supply that reduces downtime.,item_55961.png
55962,Dusk Token 55962,Consumable,Scroll,Common,Enchanting,Emberford outskirts,Everyday field supply that reduces downtime.,item_55962.png
55963,Dusk Charm 55963,Document,Map Scrap,Uncommon,Leatherworking,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_55963.png
55964,Lanternlit Lantern 55964,Key,Bone Key,Uncommon,Herbalism,Frost Caverns,Basic key used for side doors and caches.,item_55964.png
55965,Hearthworn Buckle 55965,Tool,Rope,Common,Herbalism,Emberford outskirts,Utility item for travel salvage and exploration.,item_55965.png
55966,Oathforged Knot 55966,Trophy,Scale,Rare,Tailoring,Deepwatch,Monster proof used for bounties and turn-ins.,item_55966.png
55967,Glimmering Cairn 55967,Trophy,Claw,Common,Engineering,Emberford markets,Monster proof used for bounties and turn-ins.,item_55967.png
55968,Market Ledger 55968,Document,Prayer Slip,Common,Fishing,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_55968.png
55969,Warden's Tonic Axe 55969,Gear,Axe,Uncommon,Jewelry,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_55969.png
55970,Oathforged Skein 55970,Toy,Wooden Doll,Uncommon,Leatherworking,Emberford outskirts,Harmless fun item with small social value.,item_55970.png
55971,Lanternlit Ink 55971,Ingredient,Berry,Common,Fishing,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_55971.png
55972,Rivercut Lantern 55972,Material,Stone Block,Common,Smithing,Emberford outskirts,Core trade material used in many early recipes.,item_55972.png
55973,Warden's Charm Vest 55973,Gear,Leather Vest,Uncommon,Tailoring,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_55973.png
55974,Rivercut Knot Ring 55974,Gear,Ring,Uncommon,Leatherworking,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_55974.png
55975,Frostbound Knot 55975,World Object,Marker,Uncommon,Smithing,Frost Caverns,Placeable/interactive world piece for events.,item_55975.png
55976,Stormkissed Pike 55976,Trophy,Fang,Common,Engineering,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_55976.png
55977,Market Skein 55977,Quest,Quest Item,Uncommon,Jewelry,Saltmarrow strand,Objective item for contracts and errands.,item_55977.png
55978,Glimmering Seal 55978,Toy,Wooden Doll,Common,None,Bramblefold hedges,Harmless fun item with small social value.,item_55978.png
55979,Market Band 55979,Material,Wood Plank,Uncommon,Leatherworking,Glimmerdeep shore,Core trade material used in many early recipes.,item_55979.png
55980,Warden's Carving 55980,Trinket,Charm,Uncommon,Leatherworking,Frostbriar trails,Minor passive charm with low-power utility.,item_55980.png
55981,Lanternlit Ink 55981,Quest,Quest Item,Common,Engineering,Glimmerdeep canals,Objective item for contracts and errands.,item_55981.png
55982,Rivercut Cog 55982,Key,Bone Key,Uncommon,Tailoring,Saltmarrow tidepools,Basic key used for side doors and caches.,item_55982.png
55983,Oathforged Shard 55983,Profession Tool,Smith Kit,Common,Mining,Saltmarrow tidepools,Starter kit enabling profession actions.,item_55983.png
55984,Stormkissed Spice 55984,Tool,Knife,Common,None,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_55984.png
55985,Lanternlit Spice 55985,Consumable,Potion,Common,Tailoring,Duskhollow bogs,Everyday field supply that reduces downtime.,item_55985.png
55986,Frostbound Tonic 55986,Consumable,Powder,Common,Alchemy,Frostbriar trails,Everyday field supply that reduces downtime.,item_55986.png
55987,Mireborn Fillet 55987,Key,Bone Key,Uncommon,Leatherworking,Ashen Ridge terraces,Basic key used for side doors and caches.,item_55987.png
55988,Warden's Stitch 55988,World Object,Cache,Common,None,Duskhollow bogs,Placeable/interactive world piece for events.,item_55988.png
55989,Oathforged Lantern 55989,Quest,Quest Item,Uncommon,Fishing,Emberford markets,Objective item for contracts and errands.,item_55989.png
55990,Stormkissed Pike 55990,Material,Leather,Common,Smithing,Ashen Ridge terraces,Core trade material used in many early recipes.,item_55990.png
55991,Stormkissed Cairn 55991,Trophy,Claw,Uncommon,Fishing,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_55991.png
55992,Mireborn Cog 55992,Consumable,Potion,Uncommon,Leatherworking,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_55992.png
55993,Dusk Lantern 55993,Map,Trail Map,Common,Jewelry,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_55993.png
55994,Dusk Needle 55994,Trophy,Scale,Common,Leatherworking,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_55994.png
55995,Warden's Cairn 55995,Toy,Wooden Doll,Common,Mining,Deepwatch,Harmless fun item with small social value.,item_55995.png
55996,Lanternlit Knot 55996,Quest,Quest Item,Common,Tailoring,Saltmarrow tidepools,Objective item for contracts and errands.,item_55996.png
55997,Cinder Compass 55997,Quest,Quest Item,Common,Leatherworking,Frost Caverns,Objective item for contracts and errands.,item_55997.png
55998,Frostbound Carving 55998,Map,Ruin Sketch,Common,Jewelry,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_55998.png
55999,Rivercut Skein 55999,Trinket,Sigil,Uncommon,Leatherworking,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_55999.png
56000,Rivercut Stitch 56000,Document,Field Note,Uncommon,Fishing,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_56000.png
56001,Frostbound Pike 56001,Trophy,Horn,Common,Jewelry,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_56001.png
56002,Frostbound Ink 56002,Ingredient,Meat,Uncommon,Cooking,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_56002.png
56003,Glimmering Compass Robe 56003,Gear,Cloth Robe,Common,Smithing,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_56003.png
56004,Cinder Needle 56004,Alchemy,Distillate,Common,Jewelry,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_56004.png
56005,Glimmering Totem 56005,Key,Iron Key,Uncommon,Herbalism,Glimmerdeep canals,Basic key used for side doors and caches.,item_56005.png
56006,Rivercut Skein 56006,Tool,Compass,Common,Tailoring,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_56006.png
56007,Warden's Spice 56007,Map,Ruin Sketch,Common,Leatherworking,Deepwatch,Simple navigation aid that points to micro-locations.,item_56007.png
56008,Hearthworn Band 56008,Curio,Relic,Common,Herbalism,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_56008.png
56009,Glimmering Balm 56009,Trophy,Claw,Common,Fishing,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_56009.png
56010,Rivercut Rivet 56010,Trinket,Stone,Common,Mining,Frost Caverns,Minor passive charm with low-power utility.,item_56010.png
56011,Bramble Totem 56011,Trophy,Scale,Rare,Tailoring,Bramblefold hedges,Monster proof used for bounties and turn-ins.,item_56011.png
56012,Oathforged Carving 56012,Ingredient,Grain,Common,Jewelry,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_56012.png
56013,Dusk Charm 56013,Trophy,Fang,Rare,Tailoring,Deepwatch,Monster proof used for bounties and turn-ins.,item_56013.png
56014,Stormkissed Tonic 56014,Quest,Quest Item,Common,Herbalism,Bramblefold hedges,Objective item for contracts and errands.,item_56014.png
56015,Ashen Rivet 56015,World Object,Cache,Common,Leatherworking,Bramblefold hedges,Placeable/interactive world piece for events.,item_56015.png
56016,Frostbound Spice 56016,Tool,Rope,Common,Herbalism,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_56016.png
56017,Dusk Cairn 56017,Curio,Oddity,Rare,None,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_56017.png
56018,Oathforged Compass 56018,World Object,Cache,Uncommon,Engineering,Saltmarrow strand,Placeable/interactive world piece for events.,item_56018.png
56019,Pilgrim's Ration 56019,Toy,Dice,Common,Fishing,Glimmerdeep canals,Harmless fun item with small social value.,item_56019.png
56020,Frostbound Stitch 56020,Map,Harbor Chart,Common,Cooking,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_56020.png
